1	8	4.67575
1	44	4.76593
1	75	4.48976
1	77	6.09502
1	102	5.0872
1	189	5.2782
1	250	4.90027
1	456	5.36286
1	508	5.77819
1	521	7.32595
1	581	4.81668
1	609	7.91226
1	625	6.0137
1	698	9.00445
1	699	6.55544
1	784	6.94345
1	795	7.0429
1	861	8.06175
1	883	7.57998
1	925	8.26223
1	929	7.69156
1	942	7.84591
1	977	8.49495
1	982	8.66851
1	986	8.66508
2	128	6.10444
2	130	3.57274
2	153	6.21824
2	222	6.87935
2	234	4.4104
2	248	5.54238
2	294	6.92809
2	468	5.76029
2	512	4.81676
2	534	6.75705
2	545	6.7114
2	593	6.43491
2	611	6.79704
2	693	7.21629
2	723	7.56183
2	748	7.86505
2	766	7.76864
2	779	8.45232
2	793	5.15142
2	848	6.18872
2	878	7.77504
2	887	6.53369
2	953	9.33969
2	983	8.14917
2	997	9.52235
3	44	4.71246
3	70	4.99992
3	154	5.98654
3	220	4.77137
3	283	6.95146
3	297	5.67617
3	312	5.32203
3	365	5.33182
3	380	5.40422
3	508	5.72472
3	531	6.42897
3	589	6.4219
3	608	6.91447
3	755	6.96696
3	772	7.61418
3	804	6.71637
3	895	10.1293
3	902	9.67585
3	904	7.56408
3	913	8.42356
3	964	8.45759
3	972	8.43384
3	975	9.92053
3	977	8.44148
3	986	8.61161
4	15	4.30506
4	18	0.853629
4	149	3.74652
4	178	6.48452
4	233	5.8483
4	234	9.56462
4	300	4.47155
4	339	5.32607
4	346	6.4331
4	475	7.11168
4	483	6.02682
4	488	5.98564
4	534	6.42846
4	641	6.3125
4	651	6.51077
4	774	7.42698
4	790	7.73084
4	878	8.60823
4	887	8.66998
4	890	8.17577
4	905	8.03577
4	910	8.09786
4	918	8.72124
4	923	8.96259
4	992	8.70084
5	300	5.25408
5	314	5.32037
5	362	3.78099
5	476	6.19864
5	498	6.1699
5	534	6.32419
5	593	6.00204
5	594	7.69986
5	600	5.88597
5	638	6.7096
5	660	4.90931
5	662	6.44552
5	686	7.32388
5	771	7.43695
5	773	6.65556
5	786	7.13499
5	800	7.51804
5	805	7.54194
5	817	8.06111
5	834	8.05864
5	909	8.00932
5	930	9.44068
5	953	8.90683
5	958	9.05952
5	961	8.10917
6	88	5.99964
6	117	4.89176
6	187	4.88912
6	205	5.99699
6	255	5.98501
6	273	5.51697
6	325	6.21848
6	344	5.28075
6	395	5.39551
6	426	3.64751
6	500	6.17476
6	533	5.85471
6	602	6.25092
6	701	9.18676
6	730	7.23617
6	743	7.09309
6	771	6.8701
6	778	7.41044
6	807	8.12683
6	816	7.36162
6	842	8.10733
6	866	8.15633
6	942	8.32247
6	981	9.06263
6	990	9.31154
7	181	4.93042
7	234	9.57865
7	247	5.01679
7	289	5.78598
7	335	5.31537
7	364	5.05771
7	476	6.10262
7	489	7.03333
7	583	6.06012
7	591	6.28996
7	618	5.7588
7	659	6.61711
7	686	7.65595
7	697	6.68493
7	708	6.48453
7	711	6.36886
7	718	7.90077
7	728	6.94959
7	782	9.20006
7	838	8.23492
7	864	7.49994
7	909	7.91329
7	941	8.27173
7	984	8.83916
7	996	9.06558
8	1	4.49571
8	167	7.2379
8	229	5.53146
8	305	5.52777
8	315	5.88866
8	339	6.71533
8	358	5.17139
8	377	6.54112
8	415	4.89495
8	420	5.92123
8	437	5.60409
8	472	7.31574
8	567	6.42631
8	602	5.29088
8	608	7.31208
8	652	7.2946
8	653	6.58993
8	721	7.90959
8	743	7.02378
8	810	8.0043
8	820	7.78651
8	830	9.1625
8	899	8.01326
8	913	8.82117
8	985	9.06417
9	44	3.18114
9	272	3.36566
9	302	6.2712
9	326	6.04809
9	426	6.84944
9	466	6.05443
9	486	6.12576
9	534	6.69324
9	545	6.64758
9	548	5.33165
9	594	8.06891
9	600	6.25502
9	652	7.4643
9	662	6.81457
9	669	6.9049
9	721	8.07929
9	737	7.39842
9	777	4.54384
9	834	8.42769
9	842	6.71161
9	879	8.61535
9	911	7.10224
9	919	8.19658
9	921	8.95906
9	990	8.25692
10	36	6.71934
10	56	5.07987
10	130	4.9025
10	173	5.49498
10	209	5.68646
10	220	5.25888
10	390	5.23293
10	414	6.04872
10	421	6.66973
10	520	5.41532
10	562	6.66708
10	570	6.56131
10	650	6.72843
10	670	6.11773
10	689	6.98711
10	700	7.03084
10	723	5.93743
10	726	7.43561
10	880	7.92574
10	884	8.45045
10	898	8.21376
10	921	5.94787
10	952	9.15431
10	968	10.9036
10	969	9.04627
11	19	5.30131
11	44	4.22874
11	209	5.57649
11	219	5.2
11	292	6.07382
11	302	4.41935
11	348	6.58962
11	426	3.50752
11	475	5.6111
11	520	6.4869
11	546	8.02239
11	572	6.61072
11	642	7.48351
11	682	6.82276
11	689	6.08443
11	695	7.25288
11	723	6.31972
11	769	7.3745
11	785	8.04769
11	836	8.40495
11	919	8.24938
11	945	7.1522
11	947	9.60518
11	953	9.0861
12	41	4.16559
12	132	4.60555
12	244	4.06893
12	267	4.29291
12	268	4.8322
12	450	5.51946
12	497	5.46424
12	613	6.35081
12	650	6.19595
12	689	6.45462
12	729	7.54332
12	746	6.90853
12	752	6.07915
12	804	6.67139
12	876	7.47602
12	884	7.91797
12	896	7.35434
12	906	10.7934
12	908	7.27477
12	918	8.31632
12	944	8.41317
12	948	8.40269
12	958	8.13041
12	973	9.15982
12	999	8.64161
13	38	5.24076
13	108	4.82413
13	109	5.43729
13	160	4.88143
13	177	6.52256
13	178	6.25961
13	314	5.96264
13	321	5.85232
13	386	6.10959
13	429	6.32615
13	437	5.53481
13	481	5.60605
13	702	8.07969
13	711	6.40166
13	740	7.0604
13	773	7.1948
13	777	8.08233
13	800	7.45482
13	815	6.55927
13	847	9.71387
13	887	8.44506
13	890	7.95085
13	900	8.2798
13	976	8.62236
13	983	9.30659
14	55	4.5195
14	79	5.9843
14	132	4.69351
14	133	4.98283
14	279	5.40275
14	379	6.40655
14	405	5.74908
14	408	5.86857
14	424	5.60102
14	542	5.76913
14	714	6.22683
14	756	7.23437
14	802	7.31065
14	827	8.3521
14	841	7.06456
14	850	6.79585
14	889	8.86119
14	896	7.4423
14	905	7.71881
14	923	8.08095
14	968	7.7915
14	978	8.3212
14	979	8.49224
14	984	9.08612
