1	20 61 
2	30 51 
3	27 68 
4	40 70 
5	13 16 
6	1 57 
7	34 39 
8	43 46 
9	48 51 
10	18 30 
11	18 50 
12	2 63 
13	58 78 
14	23 27 
15	28 69 
16	69 81 
17	53 58 
18	61 70 
19	4 8 
20	56 71 
21	24 82 
22	5 39 
23	42 81 
24	7 12 
25	5 56 
26	23 46 
27	65 78 
28	4 77 
29	41 50 
30	41 68 
31	45 69 
32	50 54 
33	20 44 
34	65 83 
35	19 20 
36	7 48 
37	52 62 
38	18 28 
39	38 50 
40	53 62 
41	42 66 
42	19 29 
43	30 32 
44	11 63 
45	57 76 
46	30 53 
47	6 82 
48	23 57 
49	10 54 
50	28 30 
51	40 52 
52	23 42 
53	66 77 
54	62 69 
55	30 66 
56	46 68 
57	57 68 
58	18 19 
59	66 73 
60	45 66 
61	43 54 
62	23 43 
63	4 46 
64	57 76 
65	63 82 
66	21 45 
67	69 70 
68	7 27 
69	55 61 
70	12 34 
71	6 58 
72	1 75 
73	22 39 
74	40 82 
75	3 81 
76	1 64 
77	6 55 
78	57 72 
79	41 56 
80	30 65 
81	8 70 
82	65 81 
83	3 64 
84	28 52 
85	29 54 
86	28 56 
87	30 63 
88	2 54 
89	18 76 
90	51 82 
91	16 30 
92	24 57 
93	47 82 
94	54 65 
95	61 66 
96	17 61 
97	45 82 
98	7 76 
99	10 18 
100	10 74 
101	61 66 
102	15 76 
103	68 82 
104	6 16 
105	13 54 
106	45 60 
107	9 80 
108	30 51 
109	24 62 
110	11 41 
111	18 72 
112	46 83 
113	22 46 
114	35 63 
115	6 71 
116	46 62 
117	15 48 
118	40 47 
119	11 18 
120	42 76 
121	34 42 
122	58 83 
123	62 81 
124	54 63 
125	52 66 
126	18 66 
127	47 63 
128	56 83 
129	29 74 
130	6 28 
131	15 26 
132	43 69 
133	23 45 
134	23 24 
135	80 81 
136	61 77 
137	28 83 
138	34 59 
139	18 56 
140	54 62 
141	23 40 
142	66 77 
143	4 72 
144	1 41 
145	12 20 
146	33 74 
147	18 66 
148	30 58 
149	23 34 
150	17 36 
151	61 67 
152	50 81 
153	18 43 
154	46 48 
155	16 76 
156	19 48 
157	16 47 
158	8 15 
159	32 42 
160	23 42 
161	57 80 
162	36 78 
163	79 81 
164	35 76 
165	26 50 
166	6 52 
167	10 50 
168	34 45 
169	60 67 
170	48 54 
171	65 68 
172	33 82 
173	41 66 
174	44 78 
175	28 34 
176	23 31 
177	43 74 
178	40 58 
179	38 63 
180	2 61 
181	26 66 
182	6 50 
183	2 60 
184	11 58 
185	4 31 
186	32 73 
187	9 65 
188	23 81 
189	7 82 
190	7 73 
191	38 81 
192	22 38 
193	3 17 
194	34 74 
195	64 68 
196	18 42 
197	4 57 
198	57 65 
199	53 76 
200	9 65 
201	24 68 
202	3 20 
203	23 57 
204	7 39 
205	37 65 
206	36 71 
207	23 80 
208	47 67 
209	6 60 
210	25 40 
211	12 71 
212	26 64 
213	18 80 
214	45 77 
215	35 65 
216	76 83 
217	39 80 
218	11 58 
219	46 75 
220	54 72 
221	23 61 
222	9 50 
223	21 65 
224	35 36 
225	23 26 
226	7 62 
227	63 76 
228	68 81 
229	28 43 
230	16 72 
231	62 76 
232	11 66 
233	20 82 
234	7 18 
235	54 74 
236	18 61 
237	18 63 
238	63 83 
239	23 71 
240	44 72 
241	14 68 
242	30 83 
243	56 68 
244	12 66 
245	30 59 
246	28 72 
247	57 74 
248	32 34 
249	22 73 
250	27 39 
251	33 81 
252	57 71 
253	1 57 
254	49 59 
255	10 81 
256	9 23 
257	76 82 
258	52 62 
259	56 57 
260	45 63 
261	34 55 
262	41 66 
263	38 62 
264	23 66 
265	43 58 
266	52 66 
267	28 73 
268	60 73 
269	65 77 
270	60 78 
271	33 72 
272	9 34 
273	12 63 
274	13 31 
275	35 83 
276	23 63 
277	21 45 
278	13 79 
279	43 62 
280	43 68 
281	10 61 
282	23 63 
283	18 54 
284	45 47 
285	53 54 
286	65 68 
287	34 41 
288	15 47 
289	28 61 
290	50 65 
291	12 61 
292	9 55 
293	46 73 
294	45 78 
295	39 69 
296	38 81 
297	12 66 
298	14 68 
299	30 52 
300	28 43 
301	28 58 
302	34 62 
303	8 75 
304	38 67 
305	56 61 
306	16 42 
307	24 45 
308	12 44 
309	46 56 
310	16 25 
311	43 53 
312	41 48 
313	68 76 
314	34 40 
315	63 77 
316	23 62 
317	61 75 
318	13 68 
319	20 23 
320	51 58 
321	34 42 
322	27 82 
323	37 73 
324	38 40 
325	68 69 
326	48 68 
327	48 50 
328	3 18 
329	21 55 
330	20 45 
331	21 60 
332	49 79 
333	5 43 
334	45 54 
335	60 80 
336	54 82 
337	15 43 
338	54 70 
339	21 53 
340	53 68 
341	7 53 
342	68 75 
343	45 58 
344	12 44 
345	42 64 
346	30 54 
347	14 28 
348	47 55 
349	24 55 
350	61 81 
351	24 57 
352	20 56 
353	38 69 
354	45 51 
355	34 43 
356	45 82 
357	35 62 
358	61 62 
359	54 67 
360	39 81 
361	12 80 
362	43 56 
363	4 81 
364	57 61 
365	15 69 
366	11 57 
367	12 62 
368	49 58 
369	12 53 
370	19 65 
371	5 49 
372	28 78 
373	62 70 
374	30 43 
375	11 79 
376	20 38 
377	12 40 
378	5 19 
379	27 38 
380	38 48 
381	18 74 
382	21 55 
383	34 58 
384	32 62 
385	39 40 
386	34 62 
387	54 82 
388	7 53 
389	2 64 
390	37 55 
391	3 23 
392	23 58 
393	10 62 
394	24 31 
395	45 57 
396	23 78 
397	62 68 
398	14 35 
399	57 63 
400	34 73 
401	77 82 
402	11 55 
403	6 56 
404	47 55 
405	1 76 
406	35 63 
407	33 81 
408	29 80 
409	27 43 
410	53 70 
411	66 70 
412	1 37 
413	33 41 
414	2 76 
415	60 67 
416	45 81 
417	10 60 
418	39 71 
419	27 61 
420	42 68 
421	57 80 
422	23 25 
423	49 54 
424	11 58 
425	38 57 
426	35 62 
427	62 77 
428	43 81 
429	23 56 
430	22 28 
431	55 59 
432	28 42 
433	7 58 
434	15 51 
435	18 26 
436	3 22 
437	9 18 
438	42 48 
439	34 57 
440	6 43 
441	20 39 
442	42 50 
443	7 66 
444	30 62 
445	17 40 
446	35 54 
447	61 82 
448	58 68 
449	28 81 
450	12 18 
451	40 54 
452	9 61 
453	39 80 
454	9 43 
455	32 38 
456	34 55 
457	18 43 
458	34 69 
459	18 31 
460	2 76 
461	13 43 
462	45 63 
463	39 68 
464	69 74 
465	67 70 
466	41 59 
467	32 79 
468	19 69 
469	27 62 
470	41 80 
471	43 58 
472	53 80 
473	23 71 
474	38 43 
475	14 23 
476	61 73 
477	16 51 
478	40 42 
479	5 8 
480	55 66 
481	32 41 
482	32 61 
483	49 55 
484	18 39 
485	23 50 
486	10 41 
487	46 63 
488	23 75 
489	7 14 
490	18 44 
491	32 63 
492	24 32 
493	53 55 
494	30 43 
495	20 54 
496	23 78 
497	4 40 
498	34 76 
499	2 24 
500	9 43 
501	8 30 
502	9 59 
503	53 60 
504	7 23 
505	31 50 
506	9 43 
507	14 54 
508	28 75 
509	17 68 
510	18 20 
511	53 54 
512	25 28 
